house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status
5 BHK Independent House ,"6,521 sq ft",Maharani Bagh,Delhi,28.57262039,77.26422119,704101,INR,4,2,null,null,Posted 5 months ago,Itâs a 5 bhk independent house situated in Maharani Bagh. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 7.04 lac . It is an unfurnished property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ," 20,10,120",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Maharani Bagh,Delhi,28.57262039,77.26422119,301012,INR,4,2,null,null,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south maharani bagh it is the super location road bank ATM school college all r on walking distance," 18,18,282",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Maharani Bagh,Delhi,28.57262039,77.26422119,301022,INR,4,2,null,null,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south maharani bagh it is the super location road bank ATM school college all r on walking distance," 10,10,202",Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Maharani Bagh,Delhi,28.57262039,77.26422119,301012,INR,4,2,null,null,Posted 5 months ago,It has area of 6521 sqft and is available at a rent of Rs. 3.01 lac. It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact for more details. ," 10,10,220",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,4,2,null,null,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 10,10,202",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Niti Bagh,Delhi,28.55949974,77.21679688,401102,INR,4,4,null,null,Posted 5 months ago,"A 4 bhk property is available for rent in Niti Bagh, Delhi. It has a built-up area of 5896 sqft and is available for rent at Rs. 4.01 lac per month . It is an unfurnished property. It is on the 2nd floor of the building (total number of floors are 4). It is facing northeast direction. The property has 4 bathrooms and 4 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. "," 10,10,202",Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,3,2,null,null,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location of Delhi road bank ATM school college all r on walking distance," 10,10,202",Unfurnished
5 BHK Independent Floor ,"7,589 sq ft",Maharani Bagh,Delhi,28.57262039,77.26422119,401012,INR,5,5,null,null,Posted 5 months ago,Well designed 5 bhk builder floor is available at a prime location in Maharani Bagh. It has an area of 7589 sqft with a carpet area of 6321 sqft . The property is available at a monthly rental of Rs. 4.01 lac . The house is unfurnished. It is located on the 2nd floor(out of a total of 4 floor(s)). Its main door is facing east direction. It has 5 bathrooms and 5 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ," 18,10,202",Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,3,2,null,null,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location of Delhi south road bank ATM school college all r on walking distance," 18,18,228",Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Niti Bagh,Delhi,28.55949974,77.21679688,310012,INR,3,2,null,null,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 10,02,828",Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Niti Bagh,Delhi,28.55949974,77.21679688,304101,INR,3,2,null,null,Posted 5 months ago,"Itâs a 3 bhk builder floor situated in Niti Bagh, Delhi. It has area of 2741 sqft and is available at a rent of Rs. 3.04 lac. The house is unfurnished. It is on the 3rd floor of the building (total number of floors are 4). It is facing east direction. It has 3 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. "," 10,10,202",Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Niti Bagh,Delhi,28.55949974,77.21679688,304101,INR,3,2,null,null,Posted 5 months ago,"Itâs a 3 bhk builder floor situated in Niti Bagh, Delhi. It has area of 2741 sqft and is available at a rent of Rs. 3.04 lac. The house is unfurnished. It is on the 3rd floor of the building (total number of floors are 4). It is facing east direction. It has 3 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. "," 10,10,202",Unfurnished
5 BHK Independent Floor ,"7,589 sq ft",Maharani Bagh,Delhi,28.57262039,77.26422119,401012,INR,5,5,null,null,Posted 5 months ago,Well designed 5 bhk builder floor is available at a prime location in Maharani Bagh. It has an area of 7589 sqft with a carpet area of 6321 sqft . The property is available at a monthly rental of Rs. 4.01 lac . The house is unfurnished. It is located on the 2nd floor(out of a total of 4 floor(s)). Its main door is facing east direction. It has 5 bathrooms and 5 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ," 18,10,202",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,4,2,null,null,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 10,10,202",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Niti Bagh,Delhi,28.55949974,77.21679688,401102,INR,4,4,null,null,Posted 5 months ago,"A 4 bhk property is available for rent in Niti Bagh, Delhi. It has a built-up area of 5896 sqft and is available for rent at Rs. 4.01 lac per month . It is an unfurnished property. It is on the 2nd floor of the building (total number of floors are 4). It is facing northeast direction. The property has 4 bathrooms and 4 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. "," 10,10,202",Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,3,2,null,null,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location of Delhi road bank ATM school college all r on walking distance," 10,10,202",Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Vasant Vihar,Delhi,28.55739021,77.15714264,301012,INR,3,2,null,null,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south vasnt vihar it is the super location road bank ATM school college all r on walking distance," 18,10,202",Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Vasant Vihar,Delhi,28.55739021,77.15714264,301012,INR,3,3,null,null,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south vasnt vihar it is the super location road bank ATM school college all r on walking distance," 18,18,201",Unfurnished
4 BHK Independent Floor ,"5,891 sq ft",Golf Links,Delhi,28.59763908,77.23332977,401100,INR,4,2,null,null,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south golf links it is the super location road bank ATM school college all r on walking distance," 10,18,228",Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Vasant Vihar,Delhi,28.55739021,77.15714264,321222,INR,3,2,null,null,Posted 6 months ago,"A spacious 3 bhk builder floor is available for rental in Vasant Vihar, Delhi. It has area of 2852 sqft and is available at a rent of Rs. 3.21 lac. It is an unfurnished property. It is on the 3rd floor of the building (total number of floors are 4). It is east facing property. The property has 3 bathrooms and 2 balconies. Kindly call us for details. "," 18,52,225",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Golf Links,Delhi,28.59763908,77.23332977,401010,INR,4,2,null,null,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south golf links it is the super location of area road bank ATM school college all r on walking distance," 10,10,202",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Geetanjali Enclave,Delhi,28.53087997,77.20243073,301012,INR,4,2,null,null,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south geetanjli enclave it is the super location road bank ATM school college all r on walking distance," 18,18,228",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Geetanjali Enclave,Delhi,28.53087997,77.20243073,362622,INR,4,2,null,null,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south geetanjli enclave it is the super location road bank ATM school college all r on walking distance," 18,10,102",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Geetanjali Enclave,Delhi,28.53087997,77.20243073,401012,INR,4,2,null,null,Posted 6 months ago,Its four builder floor in the super location of Delhi south geetanjli enclave it is the super location road bank ATM school college all r on walking distance," 18,12,882",Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Geetanjali Enclave,Delhi,28.53087997,77.20243073,326129,INR,4,2,null,null,Posted 6 months ago,"Itâs a 5 bhk builder floor situated in Geetanjali Enclave, Delhi. It has area of 6521 sqft and is available at a rent of Rs. 3.26 lac. It is an unfurnished property. It is located on the 2nd floor(out of a total of 4 floor(s)). It has 4 bathrooms and 2 balconies. Kindly call us for details. "," 10,10,201",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Sarvodaya Enclave,Delhi,28.5376606,77.20207214,301012,INR,4,2,null,null,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south sarvoday enclave it is the super location road bank ATM school college all r on walking distance," 18,10,210",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Sarvodaya Enclave,Delhi,28.5376606,77.20207214,401012,INR,4,2,null,null,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south sarvoday enclave it is the super location road bank ATM school college all r on walking distance," 18,18,228",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Sarvodaya Enclave,Delhi,28.5376606,77.20207214,301012,INR,4,2,null,null,Posted 6 months ago,This spacious 4 bhk builder floor is available for rental and is located in the heart of Sarvodaya Enclave. It has a built-up area of 5896 sqft and is available for rent at Rs. 3.01 lac per month . The house is unfurnished. It is located on the 2nd floor(out of a total of 4 floor(s)). It is facing northeast direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ," 10,11,002",Unfurnished
